_id,OBJECTID,STRUCTID,ADDRESS,STREETNAME,CROSSSTREET1,CROSSSTREET2,SUFFIX,UNIT_NUMBER,TREE_POSITION_NUMBER,SITE,WARD,COMMON_NAME,DBH_TRUNK,geometry
3310888,128,TO47816,75,HILLHOLM RD,LISMORE RD,RUSSELL HILL RD,,0.0,10.0,,12.0,"Maple, Norway 'Schwedler'",43.0,"{'type': 'Point', 'coordinates': (-79.412608096025, 43.6976280448224)}"
3310889,129,51582,65,MUIRHEAD RD,OLD SHEPPARD AVE,EDMONTON DR,,0.0,225.0,MUIRHEAD PARK,17.0,Honey locust,4.0,"{'type': 'Point', 'coordinates': (-79.3386002499275, 43.7800036033128)}"
3310890,130,320599,28,CARDELL AVE,LN W WESTON N FAIRGLEN,FAIRGLEN CRES,,0.0,10.0,,5.0,Oak,8.0,"{'type': 'Point', 'coordinates': (-79.5360775764845, 43.7095930451031)}"
3310891,131,25933,26,LAPP ST,MCCORMACK ST,NORTHLAND AVE,,0.0,10.0,,5.0,"Maple, Manitoba",43.0,"{'type': 'Point', 'coordinates': (-79.4755003919757, 43.6772019347756)}"
3310892,132,347455,19,PEBBLE VALLEY LANE,MILL RD,,,0.0,10.0,,2.0,Honey locust,30.0,"{'type': 'Point', 'coordinates': (-79.5876821129446, 43.6452855083053)}"
3310893,133,412910,3651,EGLINTON AVE W,BIJOU WALK,JANE ST,,0.0,380.0,EGLINTON FLATS SOUTH,5.0,"Oak, red",8.0,"{'type': 'Point', 'coordinates': (-79.4955839334307, 43.6846331955454)}"
3310894,134,NY127,31,ALDENHAM CRES,CASSANDRA BLVD,CASSANDRA BLVD,,0.0,10.0,,16.0,"Apple, Sargents",20.0,"{'type': 'Point', 'coordinates': (-79.3284544423541, 43.7504395605984)}"
3310895,135,446363,3740,DON MILLS RD,MOONSTONE BYWAY,PEBBLE BYWAY,,0.0,40.0,,17.0,"Maple, Norway",43.0,"{'type': 'Point', 'coordinates': (-79.3535526978257, 43.80182828558131)}"
3310896,136,ET116387,3,WINSDALE RD,BOXWOOD RD,BOXWOOD RD,,0.0,10.0,,2.0,"Apple, Sargents",39.0,"{'type': 'Point', 'coordinates': (-79.5764308080906, 43.6352969704189)}"
3310897,137,239371,13,BUTTONWOOD AVE,LN 1 W JANE N EMMETT,LN 2 W JANE N EMMETT,,0.0,10.0,,5.0,Hackberry,13.0,"{'type': 'Point', 'coordinates': (-79.5018933700348, 43.690863660532)}"
3310898,138,ET69643,19,MUIRDALE AVE,SHEFFLEY CRES,SHEFFLEY CRES,,0.0,10.0,,2.0,"Maple, Norway",50.0,"{'type': 'Point', 'coordinates': (-79.5488521185868, 43.6833056715491)}"
3310899,139,NY3443,8,DUMONT ST,CENTRE AVE NORTH YORK,NEWTON DR,,0.0,10.0,,18.0,"Apple, Sargents",27.0,"{'type': 'Point', 'coordinates': (-79.4148266978873, 43.7929487164628)}"
3310900,140,436924,42,PHEASANT LANE,THORNCREST RD,PHEASANT LANE,,0.0,20.0,,2.0,Black locust,5.0,"{'type': 'Point', 'coordinates': (-79.5421076137523, 43.6630189629383)}"
3310901,141,479283,2628,ST CLAIR AVE W,LN N ST CLAIR W JANE,FLORENCE CRES,,0.0,200.0,,5.0,"Elm, Siberian",41.0,"{'type': 'Point', 'coordinates': (-79.495182583283, 43.6667354741201)}"
3310902,142,ET32654,51,ELSFIELD RD,MEADOWVALE DR,EDGEMORE DR,,0.0,10.0,,3.0,Honey locust,53.0,"{'type': 'Point', 'coordinates': (-79.5080045457794, 43.6450158866272)}"
3310903,143,75652,135,LA ROSE AVE,TIMOTHY CRT,GRIGGSDEN AVE,,0.0,40.0,,2.0,"Oak, red",13.0,"{'type': 'Point', 'coordinates': (-79.5228203045709, 43.6851179556628)}"
3310904,144,586887,35,AERODROME CRES,VANDERHOOF AVE,THOMAS ELGIE DR,,0.0,10.0,,15.0,"Oak, red",4.0,"{'type': 'Point', 'coordinates': (-79.3572740900604, 43.714402322412)}"
3310905,145,586154,227,VICTOR AVE TORONTO,LN E LOGAN N VICTOR,LN W CARLAW N VICTOR,,0.0,10.0,,14.0,"Mountain ash, oak leaf",4.0,"{'type': 'Point', 'coordinates': (-79.3441554300123, 43.668762919396)}"
3310906,146,613292,4,SHIRLEY CRES,MARKHAM RD,LN E MARKHAM S SERVICE,,0.0,10.0,,24.0,"Birch, white",31.0,"{'type': 'Point', 'coordinates': (-79.2152153435243, 43.7365307803152)}"
3310907,147,TO60928,791,MANNING AVE,LN N BARTON E CLINTON,FOLLIS AVE,,0.0,10.0,,11.0,Honey locust,50.0,"{'type': 'Point', 'coordinates': (-79.4174233905946, 43.6679706354395)}"
3310908,148,374927,27,GLOUCESTER ST,GLOUCESTER LANE,WABENOSE LANE,,0.0,20.0,,13.0,"Lilac, Japanese",18.0,"{'type': 'Point', 'coordinates': (-79.3838253916256, 43.6668080696413)}"
3310909,149,558048,140,HEALE AVE,REEVE AVE,,,0.0,10.0,,20.0,Spruce,31.0,"{'type': 'Point', 'coordinates': (-79.252328720887, 43.717111851376)}"
3310910,150,436304,83,BRINLOOR BLVD,P MACKIE PUB GT,SERVICE RD SCARBOROUGH,,0.0,99.0,,24.0,"Basswood, Redmond",8.0,"{'type': 'Point', 'coordinates': (-79.2138630844231, 43.7410473999092)}"
3310911,151,264097,78,SUDBURY HALL DR,DEAN PARK RD,DEAN PARK RD,,0.0,10.0,,25.0,"Honey locust, 'Shade master'",4.0,"{'type': 'Point', 'coordinates': (-79.1735617569456, 43.8010783417811)}"
3310912,152,13845,8,ROBERT ST TORONTO,GRIMSBY DAIRY LANE,DOUGLAS CAMPBELL LANE,,0.0,10.0,,11.0,"Maple, Manitoba",32.0,"{'type': 'Point', 'coordinates': (-79.4022477957827, 43.6579494266826)}"
3310913,153,85155,104,ALDWYCH AVE,LANGFORD AVE,DEWHURST BLVD,,0.0,10.0,,14.0,"Basswood, American",8.0,"{'type': 'Point', 'coordinates': (-79.3421461959193, 43.6846718103982)}"
3310914,154,ET117318,2,WOODSVIEW AVE,WINDWOOD DR,WINDWOOD DR,,0.0,6.0,,1.0,"Spruce, white",0.0,"{'type': 'Point', 'coordinates': (-79.6052119414288, 43.7310829999389)}"
3310915,155,298684,50,STEINWAY BLVD,SIGNAL HILL AVE,ALBION RD,,0.0,170.0,,1.0,"Maple, freeman 'Sienna Glen'",8.0,"{'type': 'Point', 'coordinates': (-79.6274641186647, 43.7498549302748)}"
3310916,156,463220,64,QUEEN MARYS DR,DUNEDIN DR,STRATH AVE,,0.0,98.0,,3.0,"Birch, river",3.0,"{'type': 'Point', 'coordinates': (-79.5106627967893, 43.6541833323009)}"
3310917,157,186164,85,BRENTWOOD RD N,WILGAR RD,BELVEDERE BLVD,,0.0,40.0,,3.0,"Magnolia, saucer",4.0,"{'type': 'Point', 'coordinates': (-79.5147253480432, 43.6496472314596)}"
3310918,158,463202,637,MERTON ST,MOUNT PLEASANT RD,CLEVELAND ST,,0.0,10.0,,15.0,"Horsechestnut, 'Ruby red'",4.0,"{'type': 'Point', 'coordinates': (-79.3774715503448, 43.6998478666765)}"
3310919,159,42117,4,ARBORVIEW CRES,PINECONE DR,UPPER HUMBER DR,,0.0,10.0,,1.0,"Ash, green",34.0,"{'type': 'Point', 'coordinates': (-79.6214730723601, 43.7285642619554)}"
3310920,160,99077,17,STORER DR,WINDHILL CRES,GOLDPINE CRES,,0.0,10.0,,7.0,"Birch, white",33.0,"{'type': 'Point', 'coordinates': (-79.5456634885045, 43.744975596775)}"
3310921,161,ET104329,85,THIRTY SEVENTH ST,JAMES ST ETOBICOKE,LAKE SHORE BLVD W,,0.0,20.0,,3.0,"Maple, Norway 'Red Royal'",4.0,"{'type': 'Point', 'coordinates': (-79.5376499635957, 43.5928657385681)}"
3310922,162,176373,86,RENFIELD ST,THURODALE AVE,LAWRENCE AVE W,,0.0,10.0,,5.0,"Linden, littleleaf 'Glenleven'",10.0,"{'type': 'Point', 'coordinates': (-79.4988116977577, 43.703482610761)}"
3310923,163,89475,25,FARMCOTE RD,SWIFTDALE PL,SWALLOW CRT,,0.0,80.0,,16.0,"Maple, red",14.0,"{'type': 'Point', 'coordinates': (-79.3434776948457, 43.7467501494534)}"
3310924,164,293552,1695,QUEEN ST E,EASTERN AVE,NORTHERN DANCER BLVD,,0.0,1316.0,WOODBINE PARK,19.0,"Ash, green",16.0,"{'type': 'Point', 'coordinates': (-79.3118305801273, 43.6669463191869)}"
3310925,165,TO105490,87,MACLEAN AVE,BONFIELD AVE,AVION AVE,,0.0,10.0,,19.0,"Maple, Norway 'Schwedler'",18.0,"{'type': 'Point', 'coordinates': (-79.2905502431743, 43.6710024111617)}"
3310926,166,217686,36,DUNTHORNE CRT,JOHN TABOR TRL,,,0.0,20.0,,25.0,"Elm, slippery",4.0,"{'type': 'Point', 'coordinates': (-79.2044758085289, 43.8045239791226)}"
3310927,167,NY52299,242,PARK HOME AVE,COBDEN ST,ALONZO RD,,0.0,10.0,,18.0,"Linden, Littleleaf",79.0,"{'type': 'Point', 'coordinates': (-79.43142600740381, 43.7652182327487)}"
3310928,168,588133,24,PONYMEADOW TER,GOOD RD,GRAYBARK CRES,,0.0,10.0,,25.0,"Yellowwood, Kentucky",6.0,"{'type': 'Point', 'coordinates': (-79.1858499964429, 43.7956380722553)}"
3310929,169,401797,80,ALTON TOWERS CRCL,,,,0.0,120.0,,23.0,"Maple, Norway",30.0,"{'type': 'Point', 'coordinates': (-79.27425684820902, 43.8235563569993)}"
3310930,170,52529,18,WESTHAMPTON DR,WINDSOR RD,YORK RD ET,,0.0,10.0,,1.0,"Linden, Littleleaf",30.0,"{'type': 'Point', 'coordinates': (-79.5574426808993, 43.7027807289456)}"
3310931,171,132180,6,WHITEWAY CRT,MORNINGVIEW TRL,,,0.0,30.0,,25.0,"Maple, Norway",35.0,"{'type': 'Point', 'coordinates': (-79.2019451065171, 43.8204970686444)}"
3310932,172,273434,106,PONDTAIL DR,GOLDHAWK TRL,GOLDHAWK TRL,,0.0,50.0,,23.0,"Maple, Norway 'Crimson King'",40.0,"{'type': 'Point', 'coordinates': (-79.2790774923775, 43.8185300642103)}"
3310933,173,NY3357,271,DREWRY AVE,NORWIN ST,THERESA AVE,,0.0,10.0,,18.0,"Apple, Sargents",26.0,"{'type': 'Point', 'coordinates': (-79.4295845950418, 43.7843483408151)}"
3310934,174,ET110876,6,WARBECK PL,NUGENT RD,NUGENT RD,,0.0,20.0,,2.0,"Maple, silver",38.0,"{'type': 'Point', 'coordinates': (-79.5560934314294, 43.6901366413073)}"
3310935,175,NY134735,26,GLENORCHY RD,ROYAL OAK DR,SHADY OAKS CRES,,0.0,70.0,,15.0,"Spruce, Colorado blue",19.0,"{'type': 'Point', 'coordinates': (-79.3648373200075, 43.72688875940751)}"
3310936,176,225951,155,ROWNTREE MILL RD,HATHOR CRES,,,0.0,99.0,ROWNTREE MILLS PARK,7.0,"Willow, golden weeping",70.0,"{'type': 'Point', 'coordinates': (-79.5786109134871, 43.7524326284979)}"
3310937,177,TO134422,652,EUCLID AVE TORONTO,LENNOX ST,LN S BLOOR E EUCLID,,0.0,10.0,,11.0,Cherry,18.0,"{'type': 'Point', 'coordinates': (-79.4145299236998, 43.6632506740187)}"
3310938,178,TO48204,554,HILLSDALE AVE E,FORMAN AVE,CLEVELAND ST,,0.0,10.0,,15.0,"Linden, Littleleaf",40.0,"{'type': 'Point', 'coordinates': (-79.3817320457153, 43.7067223536739)}"
3310939,179,614816,232,MAXWELL ST,COREYDALE CRT,BLUE FOREST DR,,0.0,10.0,,6.0,"Oak, white",6.0,"{'type': 'Point', 'coordinates': (-79.452020082255, 43.7659466312108)}"
3310940,180,268080,396,COLLEGE ST TORONTO,BORDEN ST,CROFT ST,,0.0,20.0,,11.0,Honey locust,15.0,"{'type': 'Point', 'coordinates': (-79.4057868973639, 43.6569502059983)}"
3310941,181,443432,68,BEAUMONDE HEIGHTS DR,TAYSHAM CRES,MONTERREY DR,,0.0,20.0,,1.0,"Maple, Norway",15.0,"{'type': 'Point', 'coordinates': (-79.5682520075511, 43.7432867124222)}"
3310942,182,602190,1677,WILSON AVE,DALLNER RD,HAYMARKET RD,,0.0,50.0,,7.0,"Honey locust, 'Skyline'",8.0,"{'type': 'Point', 'coordinates': (-79.5146430792097, 43.7191254635063)}"
3310943,183,NY21566,102,LAWNSIDE DR,NILE ST,HYSEL RD,,0.0,10.0,,5.0,"Birch, white",5.0,"{'type': 'Point', 'coordinates': (-79.4985738757497, 43.7147980305601)}"
3310944,184,544248,58,MARCELLA ST,MAYHILL CRES,SUMMERBRIDGE RD,,0.0,10.0,,24.0,Serviceberry,4.0,"{'type': 'Point', 'coordinates': (-79.2108010241431, 43.760095255885304)}"
3310945,185,EY2557,21,DIVADALE DR,WINSLOE AVE,HANNA RD,,0.0,10.0,,15.0,"Maple, Norway",87.0,"{'type': 'Point', 'coordinates': (-79.3736249471061, 43.7135355574081)}"
3310946,186,TO138434,715,PALMERSTON AVE,PALMERSTON SQ,BARTON AVE,,0.0,10.0,,11.0,Serviceberry,9.0,"{'type': 'Point', 'coordinates': (-79.4145783909749, 43.6673176854499)}"
3310947,187,374409,50,NATAL AVE,MCINTOSH ST,PARK ST,,0.0,70.0,SANDOWN PARK,20.0,"Pine, Austrian",47.0,"{'type': 'Point', 'coordinates': (-79.25402739387411, 43.7105821729825)}"
3310948,188,207573,52,PILKINGTON DR,DANFORTH RD,OATES DR,,0.0,10.0,,20.0,Hackberry,10.0,"{'type': 'Point', 'coordinates': (-79.2718689908865, 43.7051049617562)}"
3310949,189,583818,800,TAPSCOTT RD,NEWGALE GT,MCNICOLL AVE,,0.0,310.0,,23.0,"Honey locust, 'Skyline'",8.0,"{'type': 'Point', 'coordinates': (-79.2411421669462, 43.8189399800128)}"
3310950,190,SC316,43,PAR AVE,GOLFHAVEN DR,MOSSBANK DR,,0.0,10.0,,24.0,"Maple, sugar",34.0,"{'type': 'Point', 'coordinates': (-79.2128847665974, 43.7648546260083)}"
3310951,191,170185,52,WARLOCK CRES,SAWLEY DR,SAWLEY DR,,0.0,10.0,,17.0,"Apple, Sargents",24.0,"{'type': 'Point', 'coordinates': (-79.3823897911859, 43.7903969759811)}"
3310952,192,622944,341,MARKHAM ST,LN N COLLEGE E MARKHAM,ULSTER ST,,0.0,10.0,,11.0,Serviceberry,4.0,"{'type': 'Point', 'coordinates': (-79.4091817102116, 43.6575212176775)}"
3310953,193,169483,1925,SHEPPARD AVE W,MAGELLAN DR,JANE ST,,0.0,20.0,,6.0,Ginkgo,8.0,"{'type': 'Point', 'coordinates': (-79.5111390383999, 43.7393547698311)}"
3310954,194,ET34187,2,FARLEY CRES,CALLOWHILL DR,CALLOWHILL DR,,0.0,10.0,,2.0,"Maple, Norway 'Schwedler'",50.0,"{'type': 'Point', 'coordinates': (-79.5624274992103, 43.6807704785071)}"
3310955,195,518552,39,AVA RD,GLENAYR RD,ROSEMARY RD,,0.0,40.0,,12.0,"Smoketree, American",10.0,"{'type': 'Point', 'coordinates': (-79.4215168483943, 43.6975029279096)}"
3310956,196,NY34689,131,MCKEE AVE,DUDLEY AVE,WILLOWDALE AVE,,0.0,10.0,,18.0,"Apple, Sargents",27.0,"{'type': 'Point', 'coordinates': (-79.4062531353047, 43.7745011966952)}"
3310957,197,511234,65,SUMMIT AVE,CALEDONIA RD,GILBERT AVE,,0.0,20.0,,9.0,"Cedar, white",15.0,"{'type': 'Point', 'coordinates': (-79.4607022545391, 43.686303154104)}"
3310958,198,487817,6250,BATHURST ST,GREENWIN VILLAGE RD,STEELES AVE W,,0.0,20.0,,6.0,"Honey locust, 'Skyline'",8.0,"{'type': 'Point', 'coordinates': (-79.4461955831543, 43.7916395718301)}"
3310959,199,TO9321,386,BLOOR ST W,DALTON RD,BRUNSWICK AVE,,0.0,40.0,,11.0,"Maple, Norway",16.0,"{'type': 'Point', 'coordinates': (-79.4068031662746, 43.6662798328775)}"
3310960,200,TO44794,40,HARRIS AVE,OAK PARK AVE,WESTLAKE AVE,,0.0,10.0,,19.0,"Maple, Norway",56.0,"{'type': 'Point', 'coordinates': (-79.3062441346953, 43.6882198060321)}"
3310961,201,555768,1377,SHEPPARD AVE W,TUSCAN GT,JOHN DRURY DR,,0.0,6160.0,,6.0,"Oak, bur",8.0,"{'type': 'Point', 'coordinates': (-79.4816496187281, 43.749894826246)}"
3310962,202,368186,27,HOLLAMAN RD,GLEN PARK AVE,,,0.0,70.0,,8.0,"Maple, Manitoba",20.0,"{'type': 'Point', 'coordinates': (-79.4298434285654, 43.7133986595715)}"
3310963,203,TO133875,184,CALEDONIA RD,LN S INNES E CALEDONIA,LN S INNES W CALEDONIA,,0.0,10.0,,9.0,"Lilac, Japanese",8.0,"{'type': 'Point', 'coordinates': (-79.4568636197751, 43.68015541498621)}"
3310964,204,200867,295,CHARTLAND BLVD S,BRIARSCROSS BLVD,HARTLEYWOOD DR,,0.0,50.0,IROQUOIS PARK - FIELD HOUSE,23.0,"Basswood, Redmond",8.0,"{'type': 'Point', 'coordinates': (-79.269266016828, 43.8038946665723)}"
3310965,205,485151,48,BOWRING WALK,JOEL SWIRSKY BLVD,JOEL SWIRSKY BLVD,,0.0,10.0,,6.0,"Oak, English 'pyramidal'",15.0,"{'type': 'Point', 'coordinates': (-79.4530819079759, 43.7480418546482)}"
3310966,206,371610,74,GAINSBOROUGH RD,CAIRNS AVE,EASTWOOD RD,,0.0,10.0,,19.0,"Oak, red",4.0,"{'type': 'Point', 'coordinates': (-79.3177897155459, 43.6725450780881)}"
3310967,207,ET58665,8,LATTON RD,LYNNFORD DR,PETERLEE AVE,,0.0,20.0,,3.0,"Apple, Sargents",45.0,"{'type': 'Point', 'coordinates': (-79.5544872724517, 43.6342074597145)}"
3310968,208,NY130877,54,BROOKVIEW DR,COVINGTON RD,RONDALE BLVD,,0.0,10.0,,8.0,"Spruce, Colorado blue",43.0,"{'type': 'Point', 'coordinates': (-79.4380623445844, 43.7208364024005)}"
3310969,209,547213,115,BETHRIDGE RD,MARTIN GROVE RD,PRECISION RD,,0.0,40.0,,1.0,Serviceberry,8.0,"{'type': 'Point', 'coordinates': (-79.5792014984786, 43.7072010042426)}"
3310970,210,TO95096,243,WARREN RD,FRYBROOK RD,FRYBROOK RD,,0.0,50.0,,12.0,"Maple, Norway 'Emerald Queen '",26.0,"{'type': 'Point', 'coordinates': (-79.4087932801867, 43.6919861791429)}"
3310971,211,80219,1961,LAWRENCE AVE E,TOWER DR,WAYNE AVE,,0.0,60.0,,21.0,Honey locust,22.0,"{'type': 'Point', 'coordinates': (-79.2977079324491, 43.74454275314301)}"
3310972,212,TO87555,128,SHERIDAN AVE,LN N DUNDAS W SHERIDAN,FISHER ST,,0.0,60.0,,9.0,"Maple, Norway 'Schwedler'",25.0,"{'type': 'Point', 'coordinates': (-79.4340831270109, 43.6506783829957)}"
3310973,213,TO6108,74,BEACONSFIELD AVE,LN S ARGYLE E BEACONSFIELD,ARGYLE ST,B,0.0,10.0,,9.0,Horsechestnut,48.0,"{'type': 'Point', 'coordinates': (-79.4258931927945, 43.6455979837501)}"
3310974,214,226306,400,KIPLING AVE,NEW TORONTO ST,TOWNS RD,,0.0,280.0,,3.0,"Lilac, Japanese",8.0,"{'type': 'Point', 'coordinates': (-79.5192388514203, 43.6033698554848)}"
3310975,215,ET4967,14,ARCHERHILL DR,WEST DEANE PARK DR,COTTRELLE GT,,0.0,30.0,,2.0,"Apple, Sargents",26.0,"{'type': 'Point', 'coordinates': (-79.5614190893338, 43.6576406187718)}"
3310976,216,86920,20,ROE AVE,GREER RD,ELM RD,,0.0,20.0,,8.0,"Maple, sugar 'Legacy'",30.0,"{'type': 'Point', 'coordinates': (-79.4129845969292, 43.7338662965457)}"
3310977,217,526722,1,KILBARRY PL,KILBARRY RD,,,0.0,110.0,,12.0,"Apple, Sargents",14.0,"{'type': 'Point', 'coordinates': (-79.4099364256064, 43.6940160490884)}"
3310978,218,459237,6065,STEELES AVE E,MARKHAM RD,TAPSCOTT RD,,0.0,100.0,,23.0,Black locust,8.0,"{'type': 'Point', 'coordinates': (-79.2490148893718, 43.836674783457)}"
3310979,219,570685,65,LOCHLEVEN DR,COLTBRIDGE CRT,GLENDA RD,,0.0,10.0,,20.0,"Honey locust, 'Skyline'",6.0,"{'type': 'Point', 'coordinates': (-79.2206231752833, 43.7398682489303)}"
3310980,220,EY3951,422,HEATH ST E,LUMLEY AVE,BENNINGTON HEIGHTS DR,,0.0,30.0,,15.0,"Cherry, choke",34.0,"{'type': 'Point', 'coordinates': (-79.3755556323822, 43.6943266490966)}"
3310981,221,TO48807,156,HOPE ST,NAIRN AVE,HARVIE AVE,,0.0,10.0,,9.0,"Maple, Norway",72.0,"{'type': 'Point', 'coordinates': (-79.4509268267214, 43.681056770365)}"
3310982,222,610747,36,OVERLEA BLVD,THORNCLIFFE PARK DR,THORNCLIFFE PARK DR,,0.0,1010.0,,15.0,"Elm, 'Princeton'",8.0,"{'type': 'Point', 'coordinates': (-79.3498354247044, 43.7066172745123)}"
3310983,223,415883,3179,DUNDAS ST W,ST JOHN'S RD,ST JOHN'S PL,,0.0,70.0,MALTA PARK,4.0,Linden,43.0,"{'type': 'Point', 'coordinates': (-79.475452240587, 43.66532153934)}"
3310984,224,272449,189,SHEPTON WAY,GOLD MEDAL RD,SANWOOD BLVD,,0.0,10.0,,22.0,Honey locust,10.0,"{'type': 'Point', 'coordinates': (-79.3082953735637, 43.8153924513775)}"
3310985,225,NY78090,72,FIFESHIRE RD,CHIEFTAIN CRES,CARLUKE CRES,,0.0,30.0,,15.0,"Maple, Norway",35.0,"{'type': 'Point', 'coordinates': (-79.3892249496077, 43.7585032194789)}"
3310986,226,SC29171,9,ALVINSTON RD,HARRIS PARK DR,PHARMACY AVE,,0.0,10.0,,20.0,"Catalpa, Northern",30.0,"{'type': 'Point', 'coordinates': (-79.2973525058234, 43.7230825597122)}"
3310987,227,431008,20,PONYMEADOW TER,GOOD RD,GRAYBARK CRES,,0.0,10.0,,25.0,"Elm, American 'Valley Forge'",8.0,"{'type': 'Point', 'coordinates': (-79.1857826985654, 43.7954380622594)}"
3310988,228,94387,119,NORTH WOODROW BLVD,DUNLOP AVE,ST CLAIR AVE E,,0.0,10.0,,20.0,"Hazel, Turkish",22.0,"{'type': 'Point', 'coordinates': (-79.2663140021747, 43.7145450221487)}"
3310989,229,523001,8,WYCHWOOD PK,,,,0.0,10.0,,12.0,Serviceberry,2.0,"{'type': 'Point', 'coordinates': (-79.4205044207291, 43.6773676922017)}"
3310990,230,575067,350,WILSON HEIGHTS BLVD,WILSON HS S ALLEN RD RAMP,JOEL SWIRSKY BLVD,,0.0,860.0,,6.0,"Basswood, Redmond",8.0,"{'type': 'Point', 'coordinates': (-79.4540637206155, 43.74500515546101)}"
3310991,231,NY130722,192,THE BRIDLE PATH,SAINTFIELD AVE,ROYAL OAK DR,,0.0,100.0,,15.0,"Spruce, Colorado blue",30.0,"{'type': 'Point', 'coordinates': (-79.3600962836057, 43.7287408382416)}"
3310992,232,NY3361,399,DREWRY AVE,SUNFOREST CRT,CHELMSFORD AVE,,0.0,10.0,,18.0,"Apple, Sargents",20.0,"{'type': 'Point', 'coordinates': (-79.4354099046791, 43.7830557056732)}"
3310993,233,ET68777,100,MONTGOMERY RD,LOYALIST RD,OAK HAMPTON BLVD,,0.0,99.0,,2.0,"Apple, Sargents",12.0,"{'type': 'Point', 'coordinates': (-79.5240759529666, 43.6514495533083)}"
3310994,234,NY37065,583,ST GERMAIN AVE,,FALKIRK ST,,0.0,20.0,,8.0,"Elm, Siberian",47.0,"{'type': 'Point', 'coordinates': (-79.426367093916, 43.726707171712)}"
3310995,235,395470,24,VIA CASSIA DR,TOUCHSTONE DR,LA DOLCE VITA DR,,0.0,10.0,,5.0,"Linden, Littleleaf",11.0,"{'type': 'Point', 'coordinates': (-79.4976877570268, 43.6943419870796)}"
3310996,236,432697,37,BROADBENT AVE,CHIPPER CRES,CHILLERY AVE,,0.0,10.0,,21.0,"Maple, Freeman 'Celebration'",4.0,"{'type': 'Point', 'coordinates': (-79.2568973298441, 43.7395692524483)}"
3310997,237,8547,145,AVA RD,GLEN CEDAR RD,WESTOVER HILL RD,,0.0,180.0,CEDARVALE COMMUNITY SCHOOL,12.0,"Maple, Norway",46.0,"{'type': 'Point', 'coordinates': (-79.431245035549, 43.6960394990544)}"
3310998,238,440068,37,WILMAR RD,STATLER AVE,CANCARA GT,,0.0,10.0,,3.0,"Maple, Norway",73.0,"{'type': 'Point', 'coordinates': (-79.5432612658812, 43.6371265653761)}"
3310999,239,98374,265,HOLLYBERRY TRL,SWEETWOOD GT,EBONYWOOD GT,,0.0,20.0,,17.0,"Linden, Littleleaf",17.0,"{'type': 'Point', 'coordinates': (-79.3536674828249, 43.8114247082034)}"
3311000,240,NY94747,17,SHAUNAVON HEIGHTS CRES,BROADLANDS BLVD,BROADLANDS BLVD,,0.0,20.0,,16.0,"Maple, silver",35.0,"{'type': 'Point', 'coordinates': (-79.31528796237342, 43.7468370391608)}"
3311001,241,371708,73,TOYNBEE TRL,REGENCY SQ,NAVARRE CRES,,0.0,40.0,,24.0,"Maple, Norway",10.0,"{'type': 'Point', 'coordinates': (-79.1929398994047, 43.7497072535256)}"
3311002,242,NY82474,24,MISSION DR,CASTLEGROVE BLVD,BEVERIDGE DR,,0.0,10.0,,16.0,"Maple, Norway",25.0,"{'type': 'Point', 'coordinates': (-79.3190313088612, 43.7488557237558)}"
3311003,243,NY29459,88,TRUMAN RD,GERALD ST,NORTHDALE RD,,0.0,50.0,,15.0,"Cedar, white",5.0,"{'type': 'Point', 'coordinates': (-79.3800362052766, 43.7621334033269)}"
3311004,244,381496,425,UNIVERSITY AVE,ARMOURY ST,DUNDAS ST W,,0.0,10.0,,10.0,Horsechestnut,12.0,"{'type': 'Point', 'coordinates': (-79.387736815864, 43.6541500025781)}"
3311005,245,TO15047,180,CARLAW AVE,LN 2 N EASTERN E CARLAW,LN S QUEEN W CARLAW,,0.0,60.0,MORSE STREET PS JR.,14.0,Linden,58.0,"{'type': 'Point', 'coordinates': (-79.340685214567, 43.6595806866828)}"
3311006,246,TO86377,1,SELBY ST,,,,0.0,10.0,,13.0,"Mulberry, white",63.0,"{'type': 'Point', 'coordinates': (-79.3781721217817, 43.6710167427027)}"
3311007,247,NY69227,426,CONNAUGHT AVE NORTH YORK,CHELMSFORD AVE,BRILL CRES,,0.0,20.0,,18.0,"Maple, Japanese",11.0,"{'type': 'Point', 'coordinates': (-79.4386490763972, 43.7850074453907)}"
3311008,248,ET29804,3,EDENBROOK HILL,EDENBRIDGE DR,DARLINGBROOK CRES,,0.0,10.0,,2.0,"Apple, Sargents",10.0,"{'type': 'Point', 'coordinates': (-79.5234502692988, 43.6702283247807)}"
3311009,249,101964,1,FAIRWAY DR,BRAEBURN BLVD,CEDAR BRAE BLVD,,0.0,20.0,,21.0,Cedar,28.0,"{'type': 'Point', 'coordinates': (-79.2338136715115, 43.7494227815606)}"
3311010,250,248096,92,SUPERIOR AVE,STANLEY AVE ETOBICOKE,QUEENS AVE,,0.0,10.0,,3.0,Redbud,4.0,"{'type': 'Point', 'coordinates': (-79.49274804362521, 43.616364297687)}"
3311011,251,ET1681,172,ALDERBRAE AVE,HORNER AVE,RIMILTON AVE,,0.0,10.0,,3.0,"Oak, red",94.0,"{'type': 'Point', 'coordinates': (-79.5415704973418, 43.6042484963361)}"
3311012,252,NY28742,93,NEWLIN CRES,DIXIANA CRT,NORTHOVER ST,,0.0,10.0,,6.0,"Cedar, white",17.0,"{'type': 'Point', 'coordinates': (-79.499700515277, 43.7394114798272)}"
